Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.19651"
"0.10000","0.00825","3.98171"
"0.20000","0.03130","15.64993"
"0.30000","0.09155","17.64090"
"0.40000","0.18282","38.04146"
"0.50000","0.23071","75.90421"
"0.60000","0.26004","92.38381"
"0.70000","0.28562","105.59702"
"0.80000","0.31064","119.55893"
"0.90000","0.33650","132.93697"
"1.00000","0.36424","146.32271"
"1.10000","0.39272","161.07648"
"1.20000","0.42224","175.67256"
"1.30000","0.45307","190.30515"
"1.40000","0.48418","205.43610"
"1.50000","0.51632","220.09558"
"1.60000","0.54875","235.61723"
"1.70000","0.58136","250.48451"
"1.80000","0.61490","265.04980"
"1.90000","0.64892","280.51416"
"2.00000","0.68284","295.54312"
"2.03200","0.69408","300.29410"
"2.03400","0.69474","300.65158"
"2.13400","0.71442","309.71909"
"2.23400","0.71939","307.66394"
"2.33400","0.72351","305.79630"
"2.43400","0.72744","303.55023"
"2.53400","0.73175","302.04556"
"2.63400","0.73503","302.11371"
"2.73400","0.73841","300.61374"
"2.83400","0.74300","300.41769"
"2.93400","0.74647","300.47681"
"3.03400","0.75050","299.99652"
"3.13400","0.75387","300.34293"
"3.23400","0.75734","300.37650"
"3.33400","0.76165","299.45465"
"3.43400","0.76540","300.19882"
"3.53400","0.76802","300.77399"
"3.63400","0.77111","299.61111"
"3.73400","0.77523","299.77335"
"3.83400","0.77833","299.72806"
"3.93400","0.78179","299.97021"
"4.03400","0.78432","300.62939"
"4.13400","0.78657","300.26990"
"4.23400","0.78920","299.79318"
"4.33400","0.79201","300.53555"
"4.43400","0.79379","299.86407"
"4.53400","0.79632","300.19647"
"4.63400","0.79875","300.66006"
"4.73400","0.80138","299.55460"
"4.83400","0.80456","299.62387"
"4.93400","0.80606","301.06128"
"5.03400","0.80897","299.28720"
"5.13400","0.81112","300.57468"
"5.23400","0.81365","300.12000"
"5.33400","0.81656","299.30017"
"5.43400","0.81778","300.27884"
"5.53400","0.82021","300.22351"
"5.63400","0.82171","300.18781"
"5.73400","0.82415","299.66376"
"5.83400","0.82593","300.01840"
"5.93400","0.82837","300.02625"
"6.03400","0.83033","300.22131"
"6.13400","0.83221","300.15042"
"6.23400","0.83436","300.03558"
"6.33400","0.83642","299.82367"
"6.43400","0.83802","300.08524"
"6.53400","0.83952","300.06595"
"6.63400","0.84158","300.06061"
"6.73400","0.84355","299.31757"
"6.83400","0.84533","300.07990"
"6.93400","0.84729","300.11136"
"7.03400","0.84917","299.65747"
"7.13400","0.85086","300.07529"
"7.23400","0.85245","300.91983"
"7.33400","0.85395","300.05811"
"7.43400","0.85554","299.66190"
"7.53400","0.85704","299.99039"
"7.63400","0.85891","299.96463"
"7.73400","0.86060","299.96143"
"7.83400","0.86257","299.40512"
"7.93400","0.86397","300.16943"
"8.03400","0.86576","299.77307"
"8.13400","0.86707","300.02707"
"8.23400","0.86885","299.77768"
"8.33400","0.86997","300.11835"
"8.43400","0.87138","300.53479"
"8.53400","0.87260","300.29718"
"8.63400","0.87438","299.95551"
"8.73400","0.87550","300.03250"
"8.83400","0.87616","300.38330"
"8.93400","0.87719","299.75943"
"9.03400","0.87859","299.39749"
"9.13400","0.88037","299.16232"
"9.23400","0.88225","300.33780"
"9.33400","0.88281","300.55856"
"9.43400","0.88412","299.90970"
"9.53400","0.88562","299.72433"
"9.63400","0.88740","299.97610"
"9.73400","0.88853","300.22739"
"9.83400","0.89031","299.48032"
"9.93400","0.89124","300.28168"
"10.03400","0.89284","300.06400"
"10.13400","0.89377","300.14835"
"10.23400","0.89537","300.23941"
"10.33400","0.89696","299.96799"
"10.43400","0.89790","300.11853"
"10.53400","0.89921","300.06586"
"10.63400","0.89977","300.28424"
"10.73400","0.90174","299.27179"
"10.83400","0.90305","299.70441"
"10.93400","0.90408","300.18423"
"11.03400","0.90521","299.96933"
"11.13400","0.90614","299.91394"
"11.23400","0.90727","300.32703"
"11.33400","0.90923","299.60345"
"11.43400","0.91055","300.01437"
"11.53400","0.91102","300.72369"
"11.63400","0.91205","299.95062"
"11.73400","0.91345","300.24390"
"11.83400","0.91514","299.34036"
"11.93400","0.91608","300.34882"
"12.03400","0.91720","299.82483"
"12.13400","0.91823","299.45981"
"12.23400","0.91954","300.26770"
