Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"29.70000","2.47507","12901.19922"
"29.75000","2.47929","12914.17676"
"29.80000","2.48341","12926.05859"
"29.85000","2.48753","12937.87695"
"29.90000","2.49175","12948.83594"
"29.95000","2.49597","12961.31152"
"30.00000","2.50009","12973.76270"
"30.05000","2.50431","12985.20410"
"30.10000","2.50843","12993.91992"
"30.15000","2.51265","13006.92090"
"30.20000","2.51687","13020.06250"
"30.25000","2.52099","13030.42773"
"30.30000","2.52511","13041.01953"
"30.35000","2.52933","13053.29688"
"30.40000","2.53364","13064.32031"
"30.45000","2.53757","13073.97168"
"30.50000","2.54179","13086.81348"
"30.55000","2.54601","13099.79395"
"30.60000","2.55032","13116.14258"
"30.65000","2.55435","13119.43066"
"30.70000","2.55847","13129.46973"
"30.75000","2.56269","13139.73926"
"30.80000","2.56681","13149.25977"
"30.85000","2.57093","13159.29395"
"30.90000","2.57515","13170.02930"
"30.95000","2.57937","13179.03516"
"31.00000","2.58349","13189.43164"
"31.05000","2.58761","13199.46484"
"31.10000","2.59183","13208.97656"
"31.15000","2.59595","13219.73047"
"31.20000","2.60008","13231.28223"
"31.25000","2.60439","13240.61035"
"31.30000","2.60851","13245.93750"
"31.35000","2.61273","13258.50781"
"31.40000","2.61685","13266.45508"
"31.45000","2.62107","13273.93848"
"31.50000","2.62519","13281.91113"
"31.55000","2.62941","13290.13867"
"31.60000","2.63362","13299.89160"
"31.65000","2.63765","13306.54883"
"31.70000","2.64178","13317.03516"
"31.75000","2.64599","13327.77930"
"31.80000","2.65012","13335.97461"
"31.85000","2.65433","13344.94629"
"31.90000","2.65846","13353.50293"
"31.95000","2.66267","13359.37500"
"32.00000","2.66680","13367.29785"
"32.05000","2.67092","13375.41602"
"32.10000","2.67523","13383.11035"
"32.15000","2.67935","13391.12500"
"32.20000","2.68348","13400.18555"
"32.25000","2.68769","13407.69043"
"32.30000","2.69191","13413.59180"
"32.35000","2.69603","13421.37109"
"32.40000","2.70025","13428.78809"
"32.45000","2.70437","13435.44531"
"32.50000","2.70849","13442.87988"
"32.55000","2.71271","13449.70312"
"32.60000","2.71683","13457.01660"
"32.65000","2.72096","13464.82910"
"32.70000","2.72517","13471.14160"
"32.75000","2.72939","13484.32031"
"32.80000","2.73351","13488.63574"
"32.85000","2.73764","13494.26758"
"32.90000","2.74176","13500.68164"
"32.95000","2.74598","13507.16992"
"33.00000","2.75010","13512.47559"
"33.05000","2.75422","13518.52246"
"33.10000","2.75844","13525.29492"
"33.15000","2.76266","13533.52930"
"33.20000","2.76687","13542.67578"
"33.25000","2.77100","13545.60449"
"33.30000","2.77512","13550.84668"
"33.35000","2.77934","13560.70605"
"33.40000","2.78355","13566.35547"
"33.45000","2.78768","13569.72754"
"33.50000","2.79180","13573.81836"
"33.55000","2.79592","13581.58008"
