Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"24.70000","2.05836","11248.79492"
"24.75000","2.06258","11275.73730"
"24.80000","2.06679","11303.05566"
"24.85000","2.07092","11330.46484"
"24.90000","2.07513","11356.95801"
"24.95000","2.07935","11383.94141"
"25.00000","2.08347","11412.29785"
"25.05000","2.08759","11439.69336"
"25.10000","2.09181","11465.50684"
"25.15000","2.09603","11492.35352"
"25.20000","2.10015","11520.20215"
"25.25000","2.10427","11546.66211"
"25.30000","2.10849","11574.04590"
"25.35000","2.11261","11601.22461"
"25.40000","2.11674","11625.81934"
"25.45000","2.12095","11651.42188"
"25.50000","2.12508","11678.39062"
"25.55000","2.12929","11704.83203"
"25.60000","2.13342","11730.16504"
"25.65000","2.13763","11757.99805"
"25.70000","2.14176","11784.15820"
"25.75000","2.14588","11809.06934"
"25.80000","2.15019","11833.57129"
"25.85000","2.15431","11858.26855"
"25.90000","2.15844","11884.27930"
"25.95000","2.16265","11908.77148"
"26.00000","2.16687","11932.90625"
"26.05000","2.17099","11958.51465"
"26.10000","2.17521","11982.58887"
"26.15000","2.17943","12007.13086"
"26.20000","2.18355","12031.44238"
"26.25000","2.18767","12055.39648"
"26.30000","2.19189","12078.53906"
"26.35000","2.19601","12102.33691"
"26.40000","2.20014","12126.22559"
"26.45000","2.20435","12146.72852"
"26.50000","2.20848","12169.90332"
"26.55000","2.21260","12193.39746"
"26.60000","2.21682","12216.53027"
"26.65000","2.22094","12239.13574"
"26.70000","2.22516","12261.98730"
"26.75000","2.22928","12284.37988"
"26.80000","2.23350","12305.88086"
"26.85000","2.23762","12327.87109"
"26.90000","2.24174","12349.79395"
"26.95000","2.24596","12370.83008"
"27.00000","2.25018","12392.11816"
"27.05000","2.25430","12414.52832"
"27.10000","2.25852","12436.05859"
"27.15000","2.26264","12456.83887"
"27.20000","2.26676","12478.53711"
"27.25000","2.27098","12502.40234"
"27.30000","2.27520","12522.82812"
"27.35000","2.27932","12543.05664"
"27.40000","2.28344","12564.23633"
"27.45000","2.28756","12583.74707"
"27.50000","2.29178","12602.32520"
"27.55000","2.29590","12622.39648"
"27.60000","2.30003","12643.21191"
"27.65000","2.30424","12663.79199"
"27.70000","2.30846","12682.72266"
"27.75000","2.31258","12701.58887"
"27.80000","2.31680","12720.65332"
"27.85000","2.32102","12739.98438"
"27.90000","2.32514","12759.02832"
"27.95000","2.32936","12777.49414"
"28.00000","2.33348","12794.69922"
"28.05000","2.33770","12812.55176"
"28.10000","2.34182","12831.35156"
"28.15000","2.34604","12848.26953"
"28.20000","2.35016","12866.23438"
"28.25000","2.35438","12884.10449"
"28.30000","2.35850","12901.26562"
"28.35000","2.36272","12916.86914"
"28.40000","2.36684","12933.83105"
"28.45000","2.37096","12950.36523"
"28.50000","2.37518","12966.33008"
"28.55000","2.37930","12981.83398"
"28.60000","2.38343","12996.66797"
"28.65000","2.38764","13013.41504"
"28.70000","2.39186","13028.56348"
"28.75000","2.39598","13043.89844"
"28.80000","2.40020","13059.17188"
"28.85000","2.40432","13073.27637"
"28.90000","2.40845","13087.95020"
"28.95000","2.41266","13102.76660"
"29.00000","2.41679","13117.77051"
"29.05000","2.42091","13131.34863"
"29.10000","2.42513","13144.09863"
"29.15000","2.42934","13158.65527"
"29.20000","2.43347","13172.21094"
"29.25000","2.43759","13186.33398"
"29.30000","2.44181","13201.26074"
"29.35000","2.44593","13215.17969"
"29.40000","2.45015","13227.46680"
"29.45000","2.45427","13240.11230"
"29.50000","2.45849","13252.05762"
"29.55000","2.46261","13264.62305"
"29.60000","2.46673","13276.27734"
"29.65000","2.47095","13288.32324"
"29.70000","2.47507","13302.81152"
"29.75000","2.47929","13313.20117"
"29.80000","2.48351","13324.29980"
"29.85000","2.48772","13334.95801"
"29.90000","2.49185","13345.52344"
"29.95000","2.49597","13357.10742"
"30.00000","2.50019","13368.34863"
"30.05000","2.50440","13377.88086"
"30.10000","2.50853","13387.83691"
"30.15000","2.51274","13398.32129"
"30.20000","2.51687","13408.66699"
"30.25000","2.52099","13419.32520"
