Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"16.15000","1.34600","6809.90088"
"16.20000","1.35012","6842.93066"
"16.25000","1.35434","6876.35986"
"16.30000","1.35856","6908.79004"
"16.35000","1.36268","6942.07324"
"16.40000","1.36690","6976.33105"
"16.45000","1.37111","7008.74756"
"16.50000","1.37524","7041.14893"
"16.55000","1.37936","7074.88281"
"16.60000","1.38358","7106.63965"
"16.65000","1.38770","7138.21484"
"16.70000","1.39182","7171.19043"
"16.75000","1.39604","7204.26758"
"16.80000","1.40016","7237.87451"
"16.85000","1.40438","7271.03516"
"16.90000","1.40850","7305.64307"
"16.95000","1.41272","7339.76758"
"17.00000","1.41684","7373.06641"
"17.05000","1.42106","7406.84863"
"17.10000","1.42518","7440.03711"
"17.15000","1.42940","7472.87500"
"17.20000","1.43352","7505.95166"
"17.25000","1.43774","7539.59180"
"17.30000","1.44186","7573.01611"
"17.35000","1.44608","7607.18896"
"17.40000","1.45020","7642.36279"
"17.45000","1.45442","7675.20166"
"17.50000","1.45854","7709.18750"
"17.55000","1.46267","7743.78125"
"17.60000","1.46688","7776.28809"
"17.65000","1.47101","7809.26953"
"17.70000","1.47522","7823.80322"
"17.75000","1.47935","7861.00781"
"17.80000","1.48347","7900.62939"
"17.85000","1.48769","7939.18945"
"17.90000","1.49181","7974.71484"
"17.95000","1.49603","8008.71777"
"18.00000","1.50015","8043.27344"
"18.05000","1.50437","8079.04150"
"18.10000","1.50849","8112.66455"
"18.15000","1.51271","8146.56006"
"18.20000","1.51683","8181.97266"
"18.25000","1.52105","8215.76562"
"18.30000","1.52517","8249.32324"
"18.35000","1.52939","8284.86816"
"18.40000","1.53351","8321.07812"
"18.45000","1.53772","8355.74316"
"18.50000","1.54185","8390.25977"
"18.55000","1.54597","8426.65039"
"18.60000","1.55019","8461.38867"
"18.65000","1.55440","8496.12207"
"18.70000","1.55853","8531.52441"
"18.75000","1.56265","8566.92480"
"18.80000","1.56687","8599.79883"
"18.85000","1.57108","8634.67480"
"18.90000","1.57521","8671.58301"
"18.95000","1.57933","8706.53125"
"19.00000","1.58355","8741.97559"
"19.05000","1.58776","8777.97070"
"19.10000","1.59189","8813.93750"
"19.15000","1.59610","8849.66699"
"19.20000","1.60023","8886.75684"
"19.25000","1.60435","8922.79785"
"19.30000","1.60857","8956.85938"
"19.35000","1.61269","8991.01758"
"19.40000","1.61681","9028.81543"
"19.45000","1.62094","9064.81934"
"19.50000","1.62515","9099.99121"
"19.55000","1.62928","9136.12207"
"19.60000","1.63349","9171.99902"
"19.65000","1.63771","9208.20605"
"19.70000","1.64183","9244.73047"
"19.75000","1.64596","9281.16113"
"19.80000","1.65017","9316.44238"
"19.85000","1.65439","9351.35938"
"19.90000","1.65851","9388.51758"
"19.95000","1.66273","9425.20898"
"20.00000","1.66695","9460.88574"
