Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"37.85000","3.15416","26251.12891"
"37.90000","3.15838","26267.93359"
"37.95000","3.16250","26286.66406"
"38.00000","3.16663","26303.84766"
"38.05000","3.17094","26320.58594"
"38.10000","3.17506","26334.72070"
"38.15000","3.17918","26353.17969"
"38.20000","3.18340","26369.69727"
"38.25000","3.18752","26385.62109"
"38.30000","3.19174","26402.86719"
"38.35000","3.19586","26419.98828"
"38.40000","3.20008","26436.52539"
"38.45000","3.20420","26452.95898"
"38.50000","3.20833","26469.51758"
"38.55000","3.21254","26485.25195"
"38.60000","3.21676","26500.74609"
"38.65000","3.22088","26516.90625"
"38.70000","3.22501","26533.46289"
"38.75000","3.22922","26547.76953"
"38.80000","3.23335","26564.18359"
"38.85000","3.23756","26579.28516"
"38.90000","3.24178","26594.50195"
"38.95000","3.24590","26609.70312"
"39.00000","3.25003","26626.76562"
"39.05000","3.25424","26642.01172"
"39.10000","3.25846","26656.69336"
"39.15000","3.26258","26671.64844"
"39.20000","3.26671","26687.79102"
"39.25000","3.27092","26702.80859"
"39.30000","3.27504","26716.70312"
"39.35000","3.27917","26732.52734"
"39.40000","3.28338","26747.04883"
"39.45000","3.28760","26762.68555"
"39.50000","3.29172","26777.96484"
"39.55000","3.29585","26793.63477"
"39.60000","3.30006","26807.73438"
"39.65000","3.30419","26821.64258"
"39.70000","3.30840","26836.51172"
"39.75000","3.31253","26850.53320"
"39.80000","3.31674","26864.78516"
"39.85000","3.32077","26878.05859"
"39.90000","3.32499","26892.87891"
"39.95000","3.32921","26908.55859"
"40.00000","3.33333","26922.17188"
"40.05000","3.33755","26936.92773"
"40.10000","3.34176","26948.97070"
"40.15000","3.34589","26963.75586"
"40.20000","3.35001","26977.92578"
"40.25000","3.35423","26991.51367"
"40.30000","3.35835","27005.15625"
"40.35000","3.36247","27019.98438"
"40.40000","3.36669","27033.40430"
"40.45000","3.37091","27046.85938"
"40.50000","3.37503","27061.51953"
"40.55000","3.37915","27074.81445"
"40.60000","3.38337","27088.34180"
"40.65000","3.38759","27102.11914"
"40.70000","3.39171","27114.77930"
"40.75000","3.39602","27127.70703"
"40.80000","3.40005","27139.99805"
"40.85000","3.40427","27153.78711"
"40.90000","3.40839","27167.69922"
"40.95000","3.41261","27179.48047"
"41.00000","3.41682","27191.83789"
"41.05000","3.42095","27205.06250"
"41.10000","3.42516","27218.45117"
"41.15000","3.42929","27231.01367"
"41.20000","3.43341","27243.56641"
"41.25000","3.43763","27254.65234"
"41.30000","3.44175","27266.31250"
"41.35000","3.44587","27279.35938"
"41.40000","3.45009","27292.12695"
"41.45000","3.45421","27303.72852"
"41.50000","3.45833","27316.08984"
"41.55000","3.46255","27329.32227"
"41.60000","3.46677","27341.31445"
"41.65000","3.47089","27353.31641"
"41.70000","3.47501","27364.78125"
"41.75000","3.47923","27376.34180"
"41.80000","3.48345","27387.20117"
"41.85000","3.48757","27398.97656"
"41.90000","3.49169","27411.89844"
"41.95000","3.49591","27424.42188"
"42.00000","3.50003","27435.49609"
"42.05000","3.50416","27447.01758"
"42.10000","3.50847","27458.67969"
"42.15000","3.51259","27470.12891"
"42.20000","3.51671","27481.02344"
"42.25000","3.52093","27492.83984"
"42.30000","3.52505","27503.25586"
"42.35000","3.52918","27514.19922"
"42.40000","3.53330","27526.57617"
"42.45000","3.53752","27538.24023"
"42.50000","3.54164","27549.82422"
"42.55000","3.54586","27560.81250"
"42.60000","3.55007","27572.99219"
"42.65000","3.55420","27584.12305"
"42.70000","3.55832","27594.06250"
"42.75000","3.56254","27605.40234"
"42.80000","3.56675","27615.35352"
"42.85000","3.57088","27625.04297"
"42.90000","3.57509","27637.28125"
"42.95000","3.57931","27647.41992"
"43.00000","3.58343","27656.96875"
"43.05000","3.58756","27668.27344"
"43.10000","3.59177","27680.03125"
"43.15000","3.59599","27690.29492"
"43.20000","3.60011","27700.54102"
"43.25000","3.60424","27710.77539"
"43.30000","3.60845","27721.08398"
"43.35000","3.61258","27730.65039"
"43.40000","3.61670","27742.21875"
"43.45000","3.62092","27751.77930"
"43.50000","3.62504","27762.62500"
"43.55000","3.62916","27773.02930"
"43.60000","3.63338","27783.45312"
"43.65000","3.63760","27792.91602"
"43.70000","3.64172","27802.66016"
"43.75000","3.64584","27812.83008"
"43.80000","3.65006","27822.01758"
"43.85000","3.65428","27830.58008"
"43.90000","3.65840","27841.38281"
"43.95000","3.66252","27852.41992"
"44.00000","3.66674","27862.25000"
"44.05000","3.67086","27870.48828"
"44.10000","3.67498","27881.39648"
"44.15000","3.67920","27890.85547"
"44.20000","3.68342","27899.89453"
"44.25000","3.68754","27911.13281"
"44.30000","3.69166","27920.64844"
"44.35000","3.69588","27928.64062"
"44.40000","3.70000","27938.12695"
"44.45000","3.70413","27946.92773"
"44.50000","3.70834","27957.15039"
"44.55000","3.71256","27967.66797"
"44.60000","3.71668","27977.90430"
"44.65000","3.72099","27986.32422"
"44.70000","3.72512","27994.41797"
"44.75000","3.72924","28004.68750"
"44.80000","3.73355","28013.23828"
"44.85000","3.73777","28020.53320"
"44.90000","3.74180","28028.34570"
"44.95000","3.74601","28037.75000"
"45.00000","3.75023","28045.46680"
"45.05000","3.75435","28053.87891"
"45.10000","3.75848","28062.87109"
"45.15000","3.76269","28071.23633"
"45.20000","3.76682","28078.44922"
"45.25000","3.77094","28086.70312"
"45.30000","3.77506","28096.25781"
"45.35000","3.77919","28103.96875"
"45.40000","3.78331","28112.25000"
"45.45000","3.78753","28121.03711"
"45.50000","3.79174","28129.28906"
"45.55000","3.79587","28137.96094"
"45.60000","3.79999","28147.66797"
"45.65000","3.80421","28156.63867"
"45.70000","3.80833","28164.08008"
"45.75000","3.81245","28172.68945"
"45.80000","3.81667","28180.41406"
"45.85000","3.82089","28187.63477"
"45.90000","3.82501","28197.04492"
"45.95000","3.82923","28205.82422"
"46.00000","3.83344","28213.87695"
"46.05000","3.83757","28219.88086"
"46.10000","3.84178","28229.21289"
"46.15000","3.84591","28236.64844"
"46.20000","3.85003","28244.71680"
"46.25000","3.85425","28252.90234"
"46.30000","3.85837","28261.16406"
"46.35000","3.86258","28268.85938"
"46.40000","3.86671","28276.76758"
"46.45000","3.87083","28284.60547"
"46.50000","3.87505","28291.83398"
"46.55000","3.87926","28298.68750"
"46.60000","3.88329","28307.15234"
"46.65000","3.88760","28315.80273"
"46.70000","3.89173","28322.71680"
"46.75000","3.89585","28330.75195"
"46.80000","3.90007","28338.54297"
"46.85000","3.90428","28345.60938"
"46.90000","3.90841","28353.21094"
"46.95000","3.91262","28361.11523"
"47.00000","3.91684","28367.06641"
"47.05000","3.92096","28373.66211"
"47.10000","3.92509","28381.61523"
"47.15000","3.92930","28389.19727"
"47.20000","3.93343","28395.27344"
"47.25000","3.93755","28401.16992"
"47.30000","3.94177","28408.37891"
"47.35000","3.94598","28415.47070"
"47.40000","3.95011","28421.69727"
"47.45000","3.95423","28429.66602"
"47.50000","3.95845","28436.55859"
"47.55000","3.96257","28443.02930"
"47.60000","3.96669","28450.64648"
"47.65000","3.97082","28457.09375"
"47.70000","3.97503","28463.48242"
"47.75000","3.97916","28469.97461"
"47.80000","3.98328","28476.81641"
"47.85000","3.98750","28483.73633"
"47.90000","3.99171","28491.81641"
"47.95000","3.99584","28499.45703"
"48.00000","4.00005","28505.53711"
"48.05000","4.00427","28509.94141"
"48.10000","4.00839","28516.50977"
"48.15000","4.01261","28524.37500"
"48.20000","4.01683","28529.99023"
"48.25000","4.02086","28536.52539"
"48.30000","4.02507","28543.75000"
"48.35000","4.02929","28549.94922"
"48.40000","4.03341","28556.28711"
"48.45000","4.03754","28563.47656"
"48.50000","4.04175","28569.71680"
"48.55000","4.04587","28575.57617"
"48.60000","4.05000","28582.66016"
"48.65000","4.05421","28588.44336"
"48.70000","4.05843","28593.84961"
"48.75000","4.06255","28600.07031"
"48.80000","4.06668","28606.48047"
"48.85000","4.07089","28612.75586"
"48.90000","4.07511","28617.81055"
"48.95000","4.07923","28624.72852"
"49.00000","4.08336","28631.14258"
"49.05000","4.08767","28637.19727"
"49.10000","4.09179","28642.49414"
"49.15000","4.09591","28648.44141"
"49.20000","4.10013","28653.83008"
"49.25000","4.10425","28658.76172"
"49.30000","4.10838","28665.24414"
"49.35000","4.11259","28670.59375"
"49.40000","4.11672","28675.36523"
"49.45000","4.12084","28681.90625"
"49.50000","4.12506","28688.58008"
"49.55000","4.12927","28693.71094"
"49.60000","4.13340","28699.27930"
"49.65000","4.13752","28705.01562"
"49.70000","4.14174","28710.59766"
"49.75000","4.14595","28714.97656"
"49.80000","4.14998","28720.53711"
"49.85000","4.15420","28727.08984"
"49.90000","4.15832","28732.78516"
"49.95000","4.16254","28739.19531"
"50.00000","4.16666","28744.34375"
"50.05000","4.17097","28749.27539"
"50.10000","4.17510","28753.58789"
"50.15000","4.17922","28760.62109"
"50.20000","4.18344","28765.47070"
"50.25000","4.18756","28769.54883"
"50.30000","4.19168","28776.03125"
"50.35000","4.19581","28781.86133"
"50.40000","4.20002","28787.50586"
"50.45000","4.20415","28793.31055"
"50.50000","4.20836","28798.23828"
"50.55000","4.21258","28803.72461"
"50.60000","4.21670","28809.36328"
"50.65000","4.22083","28814.62891"
"50.70000","4.22504","28819.54688"
"50.75000","4.22926","28823.79297"
"50.80000","4.23338","28828.71289"
"50.85000","4.23750","28834.39453"
"50.90000","4.24172","28839.21484"
"50.95000","4.24594","28844.05469"
"51.00000","4.25006","28849.86914"
"51.05000","4.25428","28855.41406"
"51.10000","4.25840","28860.10352"
"51.15000","4.26252","28865.20898"
"51.20000","4.26684","28869.89062"
"51.25000","4.27096","28873.20508"
"51.30000","4.27508","28877.81055"
"51.35000","4.27920","28883.33789"
"51.40000","4.28342","28887.95117"
"51.45000","4.28764","28892.73242"
"51.50000","4.29176","28897.27344"
"51.55000","4.29588","28901.87891"
"51.60000","4.30010","28906.54492"
"51.65000","4.30422","28910.93750"
"51.70000","4.30844","28914.80273"
"51.75000","4.31256","28918.83008"
"51.80000","4.31678","28921.97656"
"51.85000","4.32090","28928.35742"
"51.90000","4.32512","28934.19531"
"51.95000","4.32924","28938.12109"
"52.00000","4.33337","28941.49219"
"52.05000","4.33758","28946.59570"
"52.10000","4.34180","28951.13281"
"52.15000","4.34592","28955.63867"
"52.20000","4.35005","28961.08398"
"52.25000","4.35426","28965.43750"
"52.30000","4.35839","28968.84766"
"52.35000","4.36251","28973.83203"
"52.40000","4.36673","28979.25586"
"52.45000","4.37085","28983.53906"
"52.50000","4.37507","28987.37695"
"52.55000","4.37928","28991.72070"
"52.60000","4.38341","28996.54883"
"52.65000","4.38753","29000.34766"
"52.70000","4.39175","29005.49219"
"52.75000","4.39596","29009.35352"
"52.80000","4.40009","29012.73633"
"52.85000","4.40430","29016.85742"
"52.90000","4.40843","29021.59766"
"52.95000","4.41264","29023.89453"
"53.00000","4.41677","29028.81445"
"53.05000","4.42098","29033.39062"
"53.10000","4.42511","29037.27344"
"53.15000","4.42932","29040.73242"
"53.20000","4.43335","29045.10156"
"53.25000","4.43757","29048.83398"
"53.30000","4.44179","29051.58008"
"53.35000","4.44591","29056.01562"
"53.40000","4.45013","29059.57031"
"53.45000","4.45425","29063.56445"
"53.50000","4.45847","29067.91602"
"53.55000","4.46259","29072.12891"
"53.60000","4.46680","29075.02734"
"53.65000","4.47093","29078.23828"
"53.70000","4.47505","29081.85352"
"53.75000","4.47927","29086.24805"
"53.80000","4.48348","29088.58008"
"53.85000","4.48761","29093.84961"
"53.90000","4.49182","29098.20312"
"53.95000","4.49595","29100.88281"
"54.00000","4.50007","29103.16211"
"54.05000","4.50429","29108.48828"
"54.10000","4.50850","29111.82422"
"54.15000","4.51263","29114.90430"
"54.20000","4.51666","29119.82031"
"54.25000","4.52087","29123.67188"
"54.30000","4.52509","29126.68945"
"54.35000","4.52921","29131.24609"
"54.40000","4.53334","29135.17578"
"54.45000","4.53755","29138.69922"
"54.50000","4.54177","29141.74414"
"54.55000","4.54589","29146.58789"
"54.60000","4.55002","29149.98828"
"54.65000","4.55423","29152.59375"
"54.70000","4.55836","29156.44141"
"54.75000","4.56257","29159.64648"
"54.80000","4.56679","29162.70117"
"54.85000","4.57091","29166.84180"
"54.90000","4.57513","29171.71094"
"54.95000","4.57935","29173.78320"
"55.00000","4.58347","29176.81836"
"55.05000","4.58759","29180.69727"
"55.10000","4.59181","29184.04102"
"55.15000","4.59593","29186.58594"
"55.20000","4.60006","29189.33008"
"55.25000","4.60427","29192.56055"
"55.30000","4.60849","29195.65430"
"55.35000","4.61252","29198.51562"
"55.40000","4.61674","29202.86719"
"55.45000","4.62095","29205.56641"
"55.50000","4.62508","29209.15430"
"55.55000","4.62920","29212.98828"
"55.60000","4.63342","29216.02148"
"55.65000","4.63754","29218.88477"
"55.70000","4.64166","29221.06055"
"55.75000","4.64588","29224.79883"
"55.80000","4.65009","29227.72461"
"55.85000","4.65422","29230.96484"
"55.90000","4.65834","29235.57422"
"55.95000","4.66256","29237.94336"
"56.00000","4.66678","29238.43359"
"56.05000","4.67099","29241.90234"
"56.10000","4.67511","29245.04492"
"56.15000","4.67924","29247.48633"
"56.20000","4.68336","29250.30859"
"56.25000","4.68748","29253.76562"
"56.30000","4.69170","29255.87891"
"56.35000","4.69582","29259.03711"
"56.40000","4.70004","29263.63281"
"56.45000","4.70426","29267.24805"
"56.50000","4.70847","29269.32227"
"56.55000","4.71260","29272.27344"
"56.60000","4.71681","29274.83594"
"56.65000","4.72103","29277.23438"
"56.70000","4.72515","29279.86328"
"56.75000","4.72928","29283.23438"
"56.80000","4.73349","29285.92188"
"56.85000","4.73762","29288.20898"
"56.90000","4.74183","29292.22266"
"56.95000","4.74605","29294.60352"
"57.00000","4.75017","29297.14844"
"57.05000","4.75430","29299.91797"
"57.10000","4.75842","29302.52539"
"57.15000","4.76264","29303.91211"
"57.20000","4.76676","29305.09180"
"57.25000","4.77079","29308.72461"
"57.30000","4.77510","29311.11523"
"57.35000","4.77913","29313.74219"
"57.40000","4.78335","29316.95312"
"57.45000","4.78747","29320.21680"
"57.50000","4.79169","29322.58203"
"57.55000","4.79581","29325.92383"
"57.60000","4.80003","29328.15039"
"57.65000","4.80424","29329.37109"
"57.70000","4.80837","29330.17578"
"57.75000","4.81249","29332.54492"
"57.80000","4.81671","29336.52930"
"57.85000","4.82092","29339.19336"
"57.90000","4.82505","29341.94141"
"57.95000","4.82926","29344.02148"
"58.00000","4.83348","29345.74414"
"58.05000","4.83760","29347.76562"
"58.10000","4.84172","29351.30078"
"58.15000","4.84594","29353.37500"
"58.20000","4.85016","29355.69922"
"58.25000","4.85419","29359.06445"
"58.30000","4.85840","29360.92383"
"58.35000","4.86262","29363.01172"
"58.40000","4.86665","29365.67969"
"58.45000","4.87087","29367.50000"
"58.50000","4.87508","29370.43555"
"58.55000","4.87921","29373.70508"
"58.60000","4.88333","29376.50977"
"58.65000","4.88764","29378.83398"
"58.70000","4.89176","29379.93750"
"58.75000","4.89589","29382.14258"
"58.80000","4.90010","29385.68945"
"58.85000","4.90423","29387.19141"
"58.90000","4.90835","29389.19727"
"58.95000","4.91257","29392.74023"
"59.00000","4.91678","29394.66602"
"59.05000","4.92100","29397.29688"
"59.10000","4.92512","29399.96094"
"59.15000","4.92934","29401.55469"
"59.20000","4.93346","29402.75391"
"59.25000","4.93759","29404.72656"
"59.30000","4.94180","29407.23828"
"59.35000","4.94593","29408.74609"
"59.40000","4.95005","29411.14844"
"59.45000","4.95417","29413.73242"
"59.50000","4.95839","29415.27734"
"59.55000","4.96251","29417.06836"
"59.60000","4.96673","29418.85547"
"59.65000","4.97095","29420.58398"
"59.70000","4.97507","29421.84180"
"59.75000","4.97919","29422.85547"
"59.80000","4.98341","29425.53711"
"59.85000","4.98763","29427.67383"
"59.90000","4.99175","29429.31445"
"59.95000","4.99597","29430.57812"
"60.00000","5.00018","29431.64062"
"60.05000","5.00431","29433.09766"
"60.10000","5.00843","29435.31836"
"60.15000","5.01265","29437.35352"
"60.20000","5.01686","29439.86328"
"60.25000","5.02099","29441.13867"
"60.30000","5.02511","29443.36328"
"60.35000","5.02933","29445.00195"
"60.40000","5.03345","29446.29102"
"60.45000","5.03757","29448.81641"
"60.50000","5.04179","29450.91797"
"60.55000","5.04591","29452.66406"
"60.60000","5.05003","29453.53125"
"60.65000","5.05425","29456.29102"
"60.70000","5.05847","29457.44336"
"60.75000","5.06259","29458.60938"
"60.80000","5.06671","29460.94531"
"60.85000","5.07093","29462.77344"
"60.90000","5.07515","29463.62109"
"60.95000","5.07918","29466.48242"
"61.00000","5.08339","29468.41211"
"61.05000","5.08761","29469.87500"
"61.10000","5.09173","29471.82617"
"61.15000","5.09595","29473.71875"
"61.20000","5.10017","29475.36719"
"61.25000","5.10420","29475.67773"
"61.30000","5.10841","29477.98438"
"61.35000","5.11263","29479.15430"
"61.40000","5.11675","29479.76562"
"61.45000","5.12088","29482.33984"
"61.50000","5.12500","29484.08203"
"61.55000","5.12922","29484.60938"
"61.60000","5.13343","29486.23828"
"61.65000","5.13756","29487.60742"
"61.70000","5.14177","29488.38867"
"61.75000","5.14590","29488.87305"
"61.80000","5.15002","29491.75195"
"61.85000","5.15424","29493.66211"
"61.90000","5.15845","29493.91016"
"61.95000","5.16258","29494.47656"
"62.00000","5.16670","29496.47070"
"62.05000","5.17092","29496.79492"
"62.10000","5.17504","29497.60352"
"62.15000","5.17916","29500.47266"
"62.20000","5.18338","29501.94727"
"62.25000","5.18760","29502.96484"
"62.30000","5.19172","29504.90625"
"62.35000","5.19594","29506.56055"
"62.40000","5.20006","29507.50195"
"62.45000","5.20418","29508.23828"
"62.50000","5.20840","29510.16406"
"62.55000","5.21252","29512.02734"
"62.60000","5.21665","29513.02734"
"62.65000","5.22086","29514.72070"
"62.70000","5.22508","29516.94336"
"62.75000","5.22920","29517.56445"
"62.80000","5.23333","29518.81836"
"62.85000","5.23754","29520.72266"
"62.90000","5.24176","29520.74023"
"62.95000","5.24588","29521.92188"
"63.00000","5.25010","29524.31836"
"63.05000","5.25432","29525.08398"
"63.10000","5.25844","29525.97656"
"63.15000","5.26256","29526.76172"
"63.20000","5.26678","29528.26367"
"63.25000","5.27090","29528.42969"
"63.30000","5.27502","29530.15234"
"63.35000","5.27924","29532.13672"
"63.40000","5.28346","29532.05078"
"63.45000","5.28758","29533.42188"
"63.50000","5.29170","29534.17969"
"63.55000","5.29592","29535.36523"
"63.60000","5.30004","29535.98438"
"63.65000","5.30417","29537.05859"
"63.70000","5.30838","29537.71094"
"63.75000","5.31260","29538.77148"
"63.80000","5.31672","29540.83984"
"63.85000","5.32085","29542.89062"
"63.90000","5.32506","29543.52148"
"63.95000","5.32928","29541.96289"
"64.00000","5.33340","29543.60156"
"64.05000","5.33762","29544.71484"
"64.10000","5.34174","29544.92773"
"64.15000","5.34587","29546.75586"
"64.20000","5.35008","29547.56055"
"64.25000","5.35430","29547.99023"
"64.30000","5.35842","29548.73242"
"64.35000","5.36255","29551.60742"
"64.40000","5.36676","29551.68555"
"64.45000","5.37098","29551.86719"
"64.50000","5.37510","29553.54102"
"64.55000","5.37932","29554.23828"
"64.60000","5.38354","29554.58984"
"64.65000","5.38766","29554.88281"
"64.70000","5.39178","29556.75781"
"64.75000","5.39600","29557.21680"
"64.80000","5.40012","29556.61133"
"64.85000","5.40425","29558.53320"
"64.90000","5.40846","29558.94141"
"64.95000","5.41268","29558.42969"
"65.00000","5.41680","29559.80078"
"65.05000","5.42102","29560.16016"
"65.10000","5.42514","29559.20312"
"65.15000","5.42927","29560.17773"
"65.20000","5.43339","29560.34570"
"65.25000","5.43760","29561.93359"
"65.30000","5.44173","29561.57422"
"65.35000","5.44585","29563.13281"
"65.40000","5.45007","29564.57422"
"65.45000","5.45419","29565.36328"
"65.50000","5.45841","29565.96680"
"65.55000","5.46253","29566.61523"
"65.60000","5.46675","29565.76562"
"65.65000","5.47087","29565.82617"
"65.70000","5.47499","29566.83398"
"65.75000","5.47921","29567.95703"
"65.80000","5.48343","29569.39648"
"65.85000","5.48755","29570.33789"
"65.90000","5.49177","29570.34766"
"65.95000","5.49598","29569.49414"
"66.00000","5.50011","29569.83984"
"66.05000","5.50423","29570.85156"
"66.10000","5.50845","29569.89648"
"66.15000","5.51257","29569.79883"
"66.20000","5.51669","29571.06836"
"66.25000","5.52091","29571.42969"
"66.30000","5.52503","29571.61133"
"66.35000","5.52916","29572.44727"
"66.40000","5.53337","29572.63281"
"66.45000","5.53759","29572.54297"
"66.50000","5.54171","29573.71094"
"66.55000","5.54584","29574.02148"
"66.60000","5.55015","29573.42773"
"66.65000","5.55427","29573.27930"
"66.70000","5.55839","29573.20117"
"66.75000","5.56261","29573.83789"
"66.80000","5.56683","29573.45312"
"66.85000","5.57095","29572.96094"
"66.90000","5.57507","29573.69727"
"66.95000","5.57929","29573.63086"
"67.00000","5.58341","29574.54297"
"67.05000","5.58754","29575.31250"
"67.10000","5.59175","29575.20508"
"67.15000","5.59597","29574.14648"
"67.20000","5.60009","29574.16211"
"67.25000","5.60422","29574.50977"
"67.30000","5.60843","29574.32031"
"67.35000","5.61256","29574.92383"
"67.40000","5.61668","29575.89062"
"67.45000","5.62090","29575.54102"
"67.50000","5.62502","29575.43945"
"67.55000","5.62914","29575.91992"
"67.60000","5.63345","29575.94727"
"67.65000","5.63758","29574.10547"
"67.70000","5.64170","29573.17578"
"67.75000","5.64592","29573.87500"
"67.80000","5.65004","29574.62109"
"67.85000","5.65416","29574.26953"
"67.90000","5.65838","29573.79883"
"67.95000","5.66259","29573.55078"
"68.00000","5.66672","29571.94141"
"68.05000","5.67084","29573.14648"
"68.10000","5.67506","29572.76758"
"68.15000","5.67918","29571.50000"
"68.20000","5.68330","29570.86328"
"68.25000","5.68752","29571.14844"
"68.30000","5.69174","29571.73633"
"68.35000","5.69595","29570.73438"
"68.40000","5.70008","29569.86133"
"68.45000","5.70429","29568.98828"
"68.50000","5.70851","29569.00000"
"68.55000","5.71263","29568.63672"
"68.60000","5.71685","29568.02930"
"68.65000","5.72107","29566.28125"
"68.70000","5.72519","29564.87305"
"68.75000","5.72931","29564.62109"
"68.80000","5.73353","29562.72070"
"68.85000","5.73765","29560.73828"
"68.90000","5.74178","29559.83789"
"68.95000","5.74599","29559.41211"
"69.00000","5.75012","29557.59375"
"69.05000","5.75424","29556.82812"
"69.10000","5.75846","29556.30469"
"69.15000","5.76258","29554.36719"
"69.20000","5.76670","29553.35938"
"69.25000","5.77083","29553.56250"
"69.30000","5.77504","29552.09961"
"69.35000","5.77917","29550.77344"
"69.40000","5.78329","29551.04688"
"69.45000","5.78751","29550.33203"
"69.50000","5.79172","29549.33008"
"69.55000","5.79585","29548.06055"
"69.60000","5.80006","29546.54688"
"69.65000","5.80419","29544.77344"
"69.70000","5.80840","29542.30859"
"69.75000","5.81253","29542.75586"
"69.80000","5.81674","29541.49805"
"69.85000","5.82096","29538.50000"
"69.90000","5.82508","29535.98438"
"69.95000","5.82930","29535.80078"
"70.00000","5.83352","29533.51172"
"70.05000","5.83764","29531.70508"
"70.10000","5.84176","29531.01758"
"70.15000","5.84598","29528.96289"
"70.20000","5.85010","29527.12695"
"70.25000","5.85422","29525.52734"
"70.30000","5.85844","29523.13477"
"70.35000","5.86256","29520.23828"
"70.40000","5.86669","29518.57812"
"70.45000","5.87090","29516.21680"
"70.50000","5.87512","29514.40430"
"70.55000","5.87924","29511.44336"
"70.60000","5.88337","29509.47656"
"70.65000","5.88758","29506.85938"
"70.70000","5.89171","29504.28125"
"70.75000","5.89592","29502.73242"
"70.80000","5.90014","29500.64844"
"70.85000","5.90426","29496.60938"
"70.90000","5.90839","29493.94531"
"70.95000","5.91270","29491.58594"
"71.00000","5.91682","29488.08008"
"71.05000","5.92094","29484.94336"
"71.10000","5.92507","29481.60156"
"71.15000","5.92928","29479.07227"
"71.20000","5.93341","29475.05469"
"71.25000","5.93753","29472.64062"
"71.30000","5.94175","29469.24609"
"71.35000","5.94587","29465.60352"
"71.40000","5.94999","29462.20703"
"71.45000","5.95421","29459.00195"
"71.50000","5.95843","29455.50586"
"71.55000","5.96255","29451.25195"
"71.60000","5.96667","29447.76172"
"71.65000","5.97089","29443.92188"
"71.70000","5.97501","29439.07617"
"71.75000","5.97923","29437.27344"
"71.80000","5.98335","29433.32227"
"71.85000","5.98766","29428.77148"
"71.90000","5.99179","29422.39062"
"71.95000","5.99591","29418.60547"
"72.00000","6.00013","29414.16211"
"72.05000","6.00425","29408.85156"
"72.10000","6.00837","29405.24219"
"72.15000","6.01259","29400.45898"
"72.20000","6.01671","29394.70703"
"72.25000","6.02093","29390.26562"
"72.30000","6.02505","29385.58398"
"72.35000","6.02927","29379.28125"
"72.40000","6.03339","29373.28125"
"72.45000","6.03751","29367.66797"
"72.50000","6.04173","29361.57031"
"72.55000","6.04595","29355.57617"
"72.60000","6.05007","29350.49219"
"72.65000","6.05419","29344.57422"
"72.70000","6.05841","29338.23438"
"72.75000","6.06253","29331.98438"
"72.80000","6.06675","29327.31836"
"72.85000","6.07097","29320.32031"
"72.90000","6.07518","29313.83789"
"72.95000","6.07931","29308.50781"
"73.00000","6.08352","29301.31250"
"73.05000","6.08765","29293.79297"
"73.10000","6.09177","29286.60742"
"73.15000","6.09599","29280.45898"
"73.20000","6.10011","29272.50781"
"73.25000","6.10423","29265.59961"
"73.30000","6.10845","29260.06836"
"73.35000","6.11267","29252.83008"
"73.40000","6.11679","29244.87891"
"73.45000","6.12091","29238.43359"
"73.50000","6.12513","29230.72070"
"73.55000","6.12925","29222.08984"
"73.60000","6.13338","29215.13086"
"73.65000","6.13759","29207.65039"
"73.70000","6.14172","29199.45703"
"73.75000","6.14593","29193.34375"
"73.80000","6.15006","29185.60742"
"73.85000","6.15427","29177.70703"
"73.90000","6.15840","29168.23633"
"73.95000","6.16261","29160.99805"
"74.00000","6.16683","29153.79492"
"74.05000","6.17095","29144.08789"
"74.10000","6.17508","29136.42578"
"74.15000","6.17920","29128.24219"
"74.20000","6.18342","29119.73828"
"74.25000","6.18763","29111.31055"
"74.30000","6.19166","29102.71289"
"74.35000","6.19588","29093.90234"
"74.40000","6.20010","29084.97461"
"74.45000","6.20422","29076.56641"
"74.50000","6.20834","29067.43359"
"74.55000","6.21265","29057.16602"
"74.60000","6.21677","29048.58203"
"74.65000","6.22090","29040.48828"
"74.70000","6.22512","29030.89844"
"74.75000","6.22924","29021.22461"
"74.80000","6.23336","29013.07617"
"74.85000","6.23767","29003.58789"
"74.90000","6.24180","28993.76367"
"74.95000","6.24592","28985.27930"
"75.00000","6.25013","28975.71680"
"75.05000","6.25435","28964.07227"
"75.10000","6.25848","28953.79102"
"75.15000","6.26260","28944.07812"
"75.20000","6.26681","28934.97656"
"75.25000","6.27094","28924.70898"
"75.30000","6.27506","28915.87891"
"75.35000","6.27928","28905.51367"
"75.40000","6.28340","28895.23828"
"75.45000","6.28762","28885.91211"
"75.50000","6.29174","28875.91406"
"75.55000","6.29596","28864.77344"
"75.60000","6.30008","28853.35352"
"75.65000","6.30420","28842.35938"
"75.70000","6.30842","28833.44531"
"75.75000","6.31264","28823.55078"
"75.80000","6.31676","28813.54297"
"75.85000","6.32088","28802.76367"
"75.90000","6.32510","28791.35352"
"75.95000","6.32932","28780.39844"
"76.00000","6.33344","28771.20312"
"76.05000","6.33766","28760.27734"
"76.10000","6.34178","28748.58008"
"76.15000","6.34600","28737.64648"
"76.20000","6.35012","28726.25977"
"76.25000","6.35434","28715.26758"
"76.30000","6.35846","28704.19336"
"76.35000","6.36258","28693.07031"
"76.40000","6.36680","28681.18945"
